Year,Indicator Name,Indicator Code,Value
2018,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,94.14
2017,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,86.75
2016,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,97.71
2015,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,104.53
2014,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,97.76
2013,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,103.56
2012,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,98.01
2011,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,96.64
2010,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,98.79
2009,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,78.53
2008,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,82.84
2007,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,76.07
2006,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,77.44
2005,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,76.67
2004,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,71.87
2003,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,73.32
2002,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,72.74
2001,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,70.35
2000,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,73.46
1999,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,70.63
1998,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,68.51
1997,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,66.59
1996,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,63.49
1995,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,66.51
1994,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,65.08
1993,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,61.51
1992,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,52.99
1991,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,60.62
1990,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,39.95
1989,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,36.68
1988,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,39.08
1987,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,36.51
1986,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,42.24
1985,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,41.48
1984,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,40.19
1983,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,42.27
1982,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,38.08
1981,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,40.3
1980,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,42.18
1979,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,40.12
1978,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,35.0
1977,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,33.23
1976,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,32.49
1975,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,32.4
1974,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,30.88
1973,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,28.43
1972,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,28.51
1971,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,29.06
1970,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,29.59
1969,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,28.18
1968,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,28.37
1967,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,27.46
1966,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,24.78
1965,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,24.23
1964,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,25.84
1963,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,24.77
1962,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,24.08
1961,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,22.9
2022,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,99.24
2021,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,119.22
2020,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,108.5
2019,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,99.46
2018,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,97.72
2017,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,88.82
2016,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,98.84
2015,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,104.29
2014,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,96.87
2013,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,102.04
2012,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,96.22
2011,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,93.06
2010,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,95.4
2009,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,77.96
2008,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,81.92
2007,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,75.65
2006,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,76.67
2005,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,76.59
2004,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,72.12
2003,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,73.42
2002,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,72.76
2001,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,70.51
2000,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,72.93
1999,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,69.62
1998,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,67.67
1997,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,66.46
1996,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,63.36
1995,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,66.43
1994,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,64.92
1993,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,61.13
1992,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,52.9
1991,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,59.67
1990,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,39.77
1989,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,36.4
1988,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,38.3
1987,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,36.12
1986,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,40.73
1985,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,40.93
1984,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,39.61
1983,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,41.32
1982,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,37.34
1981,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,39.66
1980,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,40.98
1979,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,38.53
1978,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,33.74
1977,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,32.42
1976,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,31.74
1975,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,31.78
1974,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,30.44
1973,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,27.77
1972,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,28.05
1971,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,28.68
1970,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,28.6
1969,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,27.42
1968,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,27.72
1967,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,26.76
1966,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,24.45
1965,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,24.4
1964,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,25.94
1963,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,24.68
1962,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,23.67
1961,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,22.43
2022,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,125.14
2021,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,128.88
2020,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,121.59
2019,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,123.02
2018,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,120.74
2017,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,113.45
2016,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,109.18
2015,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,98.63
2014,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,92.18
2013,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,91.88
2012,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,88.85
2011,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,71.35
2010,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,73.41
2009,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,68.66
2008,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,66.68
2007,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,65.43
2006,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,61.26
2005,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,67.13
2004,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,65.73
2003,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,64.58
2002,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,63.11
2001,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,62.46
2000,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,58.07
1999,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,53.13
1998,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,54.25
1997,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,62.14
1996,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,61.46
1995,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,63.13
1994,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,61.5
1993,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,56.67
1992,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,53.73
1991,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,49.48
1990,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,46.08
1989,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,42.77
1988,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,41.82
1987,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,43.71
1986,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,39.83
1985,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,48.94
1984,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,48.68
1983,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,45.8
1982,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,43.76
1981,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,45.59
1980,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,43.66
1979,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,40.38
1978,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,39.66
1977,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,40.67
1976,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,42.08
1975,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,42.19
1974,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,40.92
1973,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,40.96
1972,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,40.97
1971,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,41.66
1970,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,38.82
1969,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,38.66
1968,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,39.21
1967,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,37.13
1966,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,36.64
1965,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,38.75
1964,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,37.85
1963,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,34.02
1962,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,29.74
1961,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,27.78
2022,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2021,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2020,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2019,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2018,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2017,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2016,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2015,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2014,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2013,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2012,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2011,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2010,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2009,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2008,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2007,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2006,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2005,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2004,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2003,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2002,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2001,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2000,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1999,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1998,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1997,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1996,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1995,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1994,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1993,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1992,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1991,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1990,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1989,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1988,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1987,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1986,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1985,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1984,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1983,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1982,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1981,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1980,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1979,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1978,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1977,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1976,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1975,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1974,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1973,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1972,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1971,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1970,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1969,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1968,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1967,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1966,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1965,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1964,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1963,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1962,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
1961,Surface area (sq. km),AG.SRF.TOTL.K2,65610.0
2022,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3046.9
2021,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4557.2
2020,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4746.8
2019,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4737.4
2018,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3777.1
2017,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3054.6
2016,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3845.3
2015,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3946.6
2014,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3801.9
2013,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3833.5
2012,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3582.9
2011,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3520.8
2010,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3974.3
2009,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3790.6
2008,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3616.7
2007,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3727.9
2006,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3579.8
2005,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3467.2
2004,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3563.7
2003,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3282.6
2002,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3405.1
2001,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3424.9
2000,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3338.2
1999,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3192.0
1998,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3400.1
1997,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3143.2
1996,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3008.5
1995,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3052.6
1994,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2902.0
1993,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3024.2
1992,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2957.7
1991,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2925.8
1990,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2965.0
1989,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2880.8
1988,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2917.1
1987,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2997.4
1986,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2990.5
1985,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2960.6
1984,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2632.8
1983,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3065.6
1982,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2755.3
1981,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2547.9
1980,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2501.1
1979,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2337.7
1978,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2144.1
1977,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2022.8
1976,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1812.1
1975,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1752.8
1974,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1885.8
1973,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1843.5
1972,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1966.8
1971,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1939.2
1970,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2154.7
1969,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2426.8
1968,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2283.1
1967,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2038.5
1966,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1732.9
1965,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1681.6
1964,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1917.0
1963,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1848.4
1962,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1869.1
1961,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1765.4
2022,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0
2021,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0
2020,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0
2019,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.7
2018,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.5
2017,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.9
2016,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,97.2
2015,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,93.2
2014,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,91.3
2013,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,88.5
2012,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,84.7
2011,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,85.7
2010,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,83.0
2009,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,85.2
2008,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,80.3
2007,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,76.6
2006,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,79.3
2005,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,75.0
2004,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,73.2
2003,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,71.5
2002,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,78.3
2001,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,58.7
2000,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,66.2
2015,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,1.46
2000,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,1.52
1990,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,1.68
2021,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2020,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2019,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2018,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2017,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2016,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2015,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2014,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2013,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2012,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2011,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2010,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2009,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2008,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2007,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2006,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2005,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36
2004,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,88.34
2003,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,89.32
2002,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,90.29
2001,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,91.26
2000,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,92.23
1999,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,92.52
1998,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,92.83
1997,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,93.15
1996,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,93.49
1995,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,93.85
1994,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,94.23
1993,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,94.64
1992,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,95.06
